## FlyBase Gene Snapshot Report
## Generated: Wed Nov 25 22:32:29 2020
## Using datasource: dbi:Pg:dbname=fb_2020_06_reporting;host=flysql20;port=5432...
## Genes that currently do not have a gene snapshot are included in this file and marked with "Contributions welcome." in the gene_snapshot_text column.

##FBgn_ID	GeneSymbol	GeneName	datestamp	gene_snapshot_text
FBgn0050484	CG30484	-	-	Contributions welcome.
FBgn0000037	mAChR-A	muscarinic Acetylcholine Receptor, A-type	-	Contributions welcome.
FBgn0020312	Tmtc3	Transmembrane O-mannosyltransferase targeting cadherins 3	-	Contributions welcome.
FBgn0034140	Lst	Limostatin	20190314	Limostatin (Lst) encodes a peptide hormone produced by endocrine corpora cardiaca cells during starvation. It suppresses insulin production and secretion from insulin-producing cells by signaling through the G-protein coupled receptor encoded by PK1-R.
FBgn0013763	Idgf6	Imaginal disc growth factor 6	20180913	Imaginal disc growth factor 6 (Idgf6) is one of six genes in the IDGF family, which evolved from chitinases that lost their enzymatic activity. Idgf6 encodes a secreted protein that is highly expressed in larval fat body and adult head. Idgf6 product is involved in molting and egg chamber tube morphogenesis.
FBgn0024182	waw	waclaw	-	Contributions welcome.
FBgn0003423	slgA	sluggish A	-	Contributions welcome.
FBgn0283468	slmb	supernumerary limbs	20190314	supernumerary limbs (slmb) encodes an essential, conserved F-box protein and a component of the SCF (Skp/Cullin/F-box) E3 ubiquitin-ligase, providing substrate specificity to the SCF. It negatively regulates multiple signaling pathways and cellular processes by promoting the proteasome-mediated degradation or cleavage of its targets, including the products of arm and ci (Wg and Hh signaling), SAK, per and Cap-H2.
FBgn0037218	aux	auxilin	20190307	auxilin (aux) encodes a co-factor for the ATPase Hsc70 that regulates Clathrin dynamics. It regulates Notch signaling, eye morphogenesis, sperm individualization and neuron death.
FBgn0003733	tor	torso	20190314	torso (tor) encodes a receptor required for the specification of both terminal regions of the early embryo and for ecdysone synthesis in the prothoracic gland at pupariation.
FBgn0039560	BOD1	Biorientation Defective 1	-	Contributions welcome.
FBgn0037788	CAH7	Carbonic anhydrase 7	-	Contributions welcome.
FBgn0053223	CG33223	-	-	Contributions welcome.
FBgn0264486	CG43894	-	-	Contributions welcome.
FBgn0033980	Cyp6a20	Cyp6a20	20190307	Cyp6a20 (Cyp6a20) encodes a protein that may function to degrade aggression-promoting pheromones based on indirect observations such as its expression pattern and the increased aggressive behavior shown in Cyp6a20 mutants.
FBgn0017456	Ubc84D	Ubiquitin conjugating enzyme 84D	-	Contributions welcome.
FBgn0036785	CG13700	-	-	Contributions welcome.
FBgn0038814	CG15923	-	-	Contributions welcome.
FBgn0005655	PCNA	Proliferating cell nuclear antigen	-	Contributions welcome.
FBgn0052119	CG32119	-	-	Contributions welcome.
FBgn0259974	Sfp84E	Seminal fluid protein 84E	-	Contributions welcome.
FBgn0037831	Cap-H2	Chromosome associated protein H2	20190711	Chromosome associated protein H2 (Cap-H2) encodes a condensin protein involved in chromatin organization and chromosome segregation.
FBgn0261697	tctn	tectonic	-	Contributions welcome.
FBgn0051706	CG31706	-	-	Contributions welcome.
FBgn0263697	Uba3	Ubiquitin-like activating enzyme 3	-	Contributions welcome.
FBgn0031467	Cpr23B	Cuticular protein 23B	-	Contributions welcome.
FBgn0038725	CG6184	-	-	Contributions welcome.
FBgn0030222	CG9806	-	-	Contributions welcome.
FBgn0030221	Rab9Db	Rab at 9Db	-	Contributions welcome.
FBgn0086356	tum	tumbleweed	20190912	tumbleweed (tum) encodes a GTPase activating protein for Rho family GTPases involved in Wnt signalling regulation.
FBgn0033933	CG10104	-	-	Contributions welcome.
FBgn0030881	CG12985	-	-	Contributions welcome.
FBgn0004170	sc	scute	20190314	scute (sc) is a proneural gene of the achaete-scute complex. It encodes a transcription factor involved in nervous system development, Notch signalling and sex determination.
FBgn0083970	CG34134	-	-	Contributions welcome.
FBgn0033884	CG13344	-	-	Contributions welcome.
FBgn0034838	CG12782	-	-	Contributions welcome.
FBgn0024698	Cpsf160	Cleavage and polyadenylation specificity factor 160	-	Contributions welcome.
FBgn0000022	ac	achaete	20190307	achaete (ac) encodes a BHLH transcription factor that interacts antagonistically with the Notch signaling pathway to promote neural precursor formation. Its major role is in nervous system development.
FBgn0000289	cg	combgap	20190307	combgap (cg) encodes a DNA binding protein that can act as a repressor or activator of gene expression depending on context. It binds to Polycomb Response Elements and is necessary to recruit Polycomb protein complexes to some of them.
FBgn0051051	CG31051	-	-	Contributions welcome.
FBgn0033943	CG12869	-	-	Contributions welcome.
FBgn0050069	CG30069	-	20190307	CG30069 encodes a large protein conserved in other insects with up to 80 copies of a tandem array of a 29 amino acid repeat. Ubiquitous CG30069 RNAi causes lethality and wing-specific RNAi causes wing adhesion defects.
FBgn0003742	tra2	transformer 2	20190314	transformer 2 (tra2) is a sex-determining gene that encodes a pre-mRNA binding protein. It regulates the alternative splicing of several mRNAs including those from key regulators of sexual differentiation, dsx and fru, and Taf1, which encodes a TFIID component.
FBgn0005613	Sox15	Sox box protein 15	20190912	Sox box protein 15 (Sox15) encodes a transcription factor that regulates cell proliferation and cell death in the wing disc.
FBgn0028372	isopeptidase-T-3	isopeptidase-T-3	-	Contributions welcome.
FBgn0034053	Cyp4aa1	Cyp4aa1	-	Contributions welcome.
FBgn0040751	CG13018	-	-	Contributions welcome.
FBgn0033897	Rcd1	Reduction in Cnn dots 1	20190919	Reduction in Cnn dots 1 (Rcd1) encodes a protein involved in centriole replication and transcription regulation.
FBgn0033942	Cpr51A	Cuticular protein 51A	-	Contributions welcome.
FBgn0010638	Sec61beta	Sec61 beta subunit	20190919	Sec61 beta subunit (Sec61beta) encodes a protein involved in the regulation of autophagy.
FBgn0036143	CG14142	-	-	Contributions welcome.
FBgn0031468	CG2975	-	-	Contributions welcome.
FBgn0031057	Ubqn	Ubiquilin	20181004	Ubiquilin (Ubqn) encodes a protein containing an N-terminal ubiquitin-like domain and a C-terminal ubiquitin-associated domain. It binds and delivers ubiquitinated, misfolded or no longer functionally required proteins to the ubiquitin-proteasome system and/or autophagy.
FBgn0086384	Mer	Merlin	20190228	Merlin (Mer) encodes a FERM domain containing protein that promotes assembly of a functional Hippo signaling complex at the apical cell cortex. It has also been associated with cell junctions and endocytic compartments.
FBgn0037985	ssp5	short spindle 5	-	Contributions welcome.
FBgn0037988	CG14740	-	-	Contributions welcome.
FBgn0029580	CG14778	-	-	Contributions welcome.
FBgn0037292	plh	pasang lhamu	-	Contributions welcome.
FBgn0083972	CG34136	-	-	Contributions welcome.
FBgn0031469	CG18558	-	-	Contributions welcome.
FBgn0012042	AttA	Attacin-A	20190307	Attacin-A (AttA) encodes an antibacterial peptide with activity against Gram-negative bacteria. It is expressed in the fat body and various epithelia under the regulation of the immune deficiency and, to a lesser extent, Toll pathways.
FBgn0053509	CG33509	-	-	Contributions welcome.
FBgn0039015	Takl2	Tak1-like 2	20181108	Tak1-like 2 (Takl2) encodes a putative serine-threonine kinase with similarity to the kinase encoded by Tak1. It has a mild wound closure phenotype in larval wound healing assays.
FBgn0015521	RpS21	Ribosomal protein S21	-	Contributions welcome.
FBgn0051816	CG31816	-	-	Contributions welcome.
FBgn0035782	CG14835	-	-	Contributions welcome.
FBgn0052383	sphinx1	sphinx1	20190314	sphinx1 (sphinx1) encodes a protein related to the serine protease homolog, which is strongly expressed in the male accessory gland.
FBgn0261090	Sytbeta	Synaptotagmin beta	-	Contributions welcome.
FBgn0030455	CG4318	-	-	Contributions welcome.
FBgn0030663	CG8117	-	-	Contributions welcome.
FBgn0015288	RpL22	Ribosomal protein L22	20180920	Ribosomal protein L22 (RpL22) encodes a member of the eukaryotic ribosomal protein eL22 family. It is ubiquitously expressed, forms part of the large ribosomal subunit and is involved in protein synthesis.
FBgn0016038	Vsp37A	Vacuolar protein sorting 37A	-	Contributions welcome.
FBgn0050476	ave	aveugle	20190307	aveugle (ave) encodes an adaptor protein that binds to the scaffolding protein encoded by cnk and promotes the activation of the product of Raf  by recruiting the product of ksr.
FBgn0030894	Mvb12	Multivesicular body subunit 12	-	Contributions welcome.
FBgn0035704	Vps8	Vacuolar protein sorting 8	-	Contributions welcome.
FBgn0035251	Vta1	Vesicle trafficking 1	-	Contributions welcome.
FBgn0000448	Hr3	Hormone receptor 3	20190307	Hormone receptor 3 (Hr3) encodes a protein induced directly by 20-hydroxyecdysone as a delayed-early response. It is required for tracheal air filling and ventral nerve cord condensation in embryos, for developmental progression through early metamorphosis, and in the prothoracic gland for ecdysteroid biosynthesis.
FBgn0039559	NSD	Nuclear receptor binding SET domain protein	-	Contributions welcome.
FBgn0051207	CG31207	-	-	Contributions welcome.
FBgn0028426	RNaseZ	Ribonuclease Z	20190314	Ribonuclease Z (RNaseZ) is a highly conserved gene that encodes the endoribonuclease RNase Z, which cleaves pre-tRNA molecules directly 3' to the discriminator. It has at least two biological roles - nuclear pre-tRNA processing and mitochondrial primary transcript processing.
FBgn0052117	CG32117	-	-	Contributions welcome.
FBgn0040528	CG15864	-	-	Contributions welcome.
FBgn0031462	CG2964	-	-	Contributions welcome.
FBgn0031465	CG3123	-	-	Contributions welcome.
FBgn0050083	CG30083	-	-	Contributions welcome.
FBgn0051326	CG31326	-	-	Contributions welcome.
FBgn0259878	Fs	Follistatin	20190307	Follistatin (Fs) encodes a secreted protein that inhibits activin and decapentaplegic receptor signaling pathways but enhances signaling mediated by the Activin-like protein encoded by daw.
FBgn0040992	CG10570	-	-	Contributions welcome.
FBgn0261269	conv	convoluted	20190919	convoluted (conv) encodes a leucine-rich repeat protein involved in axon guidance and the development of the tracheal system.
FBgn0027538	beta4GalNAcTA	beta1,4-N-acetylgalactosaminyltransferase A	20190912	beta1,4-N-acetylgalactosaminyltransferase A (beta4GalNAcTA) encodes a acetylgalactosaminyltransferase involved in glycolipid biosynthesis. It contributes to the development of the neuromuscular junction.
FBgn0033055	Tbce	Tubulin-specific chaperone E	20190314	Tubulin-specific chaperone E (Tbce) encodes one of the five tubulin chaperones. It facilitates the folding of alpha-tubulin, a subunit of alpha-beta tubulin heterodimers.
FBgn0034837	RpL22-like	Ribosomal protein L22-like	20190314	Ribosomal protein L22-like (RpL22-like) encodes a eukaryotic-specific component of the large ribosomal subunit involved in protein synthesis.
FBgn0031474	CG2991	-	-	Contributions welcome.
FBgn0040063	yip3	yippee interacting protein 3	-	Contributions welcome.
FBgn0053512	dpr4	defective proboscis extension response 4	-	Contributions welcome.
FBgn0016687	Nurf-38	Nucleosome remodeling factor - 38kD	-	Contributions welcome.
FBgn0034009	CG8155	-	20190307	CG8155 encodes a Rab GTPase activator of the Rab signaling pathway. It's involved in border follicle cell migration, regulation of GTPase activity, intracellular trafficking of vesicles and determination of lifespan.
FBgn0053510	CG33510	-	-	Contributions welcome.
FBgn0263397	Ih	I[[h]] channel	20190926	I[[h]] channel (Ih) encodes a low-threshold, voltage-gated ion channel. It may influence excitatory postsynaptic potential kinetics and integration.
FBgn0038071	Dtg	Dpp target gene	-	Contributions welcome.
FBgn0012051	CalpA	Calpain-A	20180913	Calpain-A (CalpA) encodes a calcium-dependent modulatory protease that cleaves its substrates in a limited fashion. During patterning and division in the blastoderm embryo, CalpA product cleaves the NF-kappaB inhibitor and the cell cycle regulator encoded by cact and CycB, respectively. CalpA product also regulates dendritic prunning of sensory neurons.
FBgn0265046	CG44163	-	-	Contributions welcome.
FBgn0039851	mey	morpheyus	-	Contributions welcome.
FBgn0263250	CG43393	-	-	Contributions welcome.
FBgn0010531	Ccs	Copper chaperone for superoxide dismutase	20190307	Copper chaperone for superoxide dismutase (Ccs) encodes a protein required for the proper superoxide dismutase function of the product of Sod1. It is involved in determination of lifespan, oxidative stress, and cytosolic aconitase activity.
FBgn0031403	CG15387	-	-	Contributions welcome.
FBgn0038446	CG14903	-	-	Contributions welcome.
FBgn0020767	Spred	Sprouty-related protein with EVH-1 domain	-	Contributions welcome.
FBgn0013325	RpL11	Ribosomal protein L11	-	Contributions welcome.
FBgn0034692	CG13502	-	-	Contributions welcome.
FBgn0016660	H15	H15	20190711	H15 (H15) encodes a T-box transcription factor that regulates the specification of cell fate in the heart and central nervous system.
FBgn0039205	CG13623	-	-	Contributions welcome.
FBgn0039420	CG6154	-	-	Contributions welcome.
FBgn0031473	CG3104	-	-	Contributions welcome.
FBgn0034860	CG9812	-	-	Contributions welcome.
FBgn0043900	pygo	pygopus	20190314	pygopus (pygo) encodes a key nuclear component of the Wnt signaling pathway. It facilitates the recruitment of the product of arm to Wnt-responsive genes by interacting with the transcription cofactor encoded by Chi. It also binds the product of lgs and the methylated tail of the product of His3. Together, they associate with the product of arm in a process that may function as a transition from gene silence to Wnt-induced transcription.
FBgn0261439	SdhA	Succinate dehydrogenase, subunit A (flavoprotein)	20190926	Succinate dehydrogenase, subunit A (flavoprotein) (SdhA) encodes the FAD-containing subunit of the succinate dehydrogenase complex. It directly oxidizes succinate to fumarate and transfers the electrons to other subunits and eventually to quinones.
FBgn0038721	subdued	subdued	20181115	subdued (subdued) encodes a chloride ion channel activated by calcium and heat belonging to the TMEM16 family. Its roles include host defense against ingested pathogenic bacteria and modulation of sensory neuronal signaling.
FBgn0020440	Fak	Focal adhesion kinase	20190307	Focal adhesion kinase (Fak) encodes a non-Receptor Tyrosine kinase (nRTK) that is involved in signaling and cytoskeletal dynamics integrating signals from RTKs and integrins. Its function has been described in multiple contexts including embryonic muscle attachement, morphogensis of the optic stalk, synaptic growth and transmission, and in the regulation of RTK-MAP kinase signaling in epithelia.
FBgn0033912	RpS23	Ribosomal protein S23	-	Contributions welcome.
FBgn0034049	bdg	bedraggled	20190912	bedraggled (bdg) encodes a putative transporter involved in the fate commitment of the R3/R4 pair of photoreceptor cells.
FBgn0041337	Cyp309a2	Cyp309a2	-	Contributions welcome.
FBgn0045761	CHKov1	CHK domain ov1	-	Contributions welcome.
FBgn0034966	CG13563	-	-	Contributions welcome.
FBgn0031470	CG18557	-	-	Contributions welcome.
